Id,ActivityDay,DailyCalories,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,DailySteps
8053475328,2016-05-04,2918,1220,123,8,89,14581
8378563200,2016-04-20,3787,763,169,8,82,9388
8792009665,2016-04-24,1799,1410,19,8,3,400
8877689391,2016-04-27,3808,1104,235,8,93,23629
8877689391,2016-04-28,3060,1143,231,8,58,14890
8877689391,2016-05-04,3477,1154,212,8,66,18193
1927972279,2016-04-14,2383,1292,88,9,0,2163
2022484408,2016-04-15,2525,1122,282,9,27,11034
2320127002,2016-04-12,2124,1112,306,9,13,10725
2347167796,2016-04-27,2194,623,295,9,26,11423
3977333714,2016-04-25,1570,781,133,9,50,11177
4319703577,2016-04-14,2302,589,339,9,1,10210
4319703577,2016-04-18,1632,824,58,9,1,2276
4388161847,2016-04-16,3073,609,253,9,6,6580
4388161847,2016-04-28,2969,878,234,9,19,10074
4558609924,2016-04-19,1876,1182,248,9,1,5401
4702921684,2016-04-28,3033,738,232,9,14,9023
5553957443,2016-05-02,1996,724,227,9,23,9769
5553957443,2016-05-06,1916,761,229,9,21,9632
5577150313,2016-05-04,2755,631,141,9,25,5206
6775888955,2016-04-30,2280,1344,84,9,3,2503
8053475328,2016-04-25,3403,1104,209,9,118,20500
8053475328,2016-04-28,3062,1188,153,9,90,15447
8053475328,2016-05-05,2950,1208,130,9,93,14990
1503960366,2016-04-16,1863,773,221,10,36,12669
2022484408,2016-04-22,2638,1105,273,10,52,12954
2320127002,2016-04-21,1610,1302,127,10,1,3404
2320127002,2016-05-03,1878,1204,206,10,20,7443
3977333714,2016-04-27,1377,714,176,10,0,7193
4558609924,2016-04-25,2225,993,340,10,18,8095
4558609924,2016-05-03,1953,1172,237,10,21,5267
6117666160,2016-04-20,2536,587,349,10,26,10449
8053475328,2016-04-27,2852,1187,183,10,60,12422
8053475328,2016-05-10,2926,1219,115,10,96,14810
8378563200,2016-04-18,4157,720,174,10,117,13630
8378563200,2016-04-23,2908,740,136,10,19,5709
8378563200,2016-04-28,2884,711,139,10,11,5417
8378563200,2016-05-01,3369,669,127,10,71,11419
8378563200,2016-05-04,3110,680,167,10,19,7875
8378563200,2016-05-11,3788,763,184,10,72,9143
8583815059,2016-04-19,2668,1257,166,10,7,5697
8792009665,2016-04-20,2188,744,139,10,0,3147
1503960366,2016-04-14,1776,1218,181,11,30,10460
1503960366,2016-04-27,2159,1108,243,11,78,18134
1503960366,2016-05-09,1819,835,206,11,46,12022
2022484408,2016-04-16,2177,1237,151,11,41,10100
2320127002,2016-04-19,1811,1201,228,11,0,5997
2320127002,2016-04-20,1922,1146,283,11,0,7192
2320127002,2016-05-05,1780,1206,223,11,0,5202
2347167796,2016-04-25,2095,653,277,11,15,9482
2873212765,2016-05-07,1897,1302,52,11,75,4940
4020332650,2016-05-02,2207,1350,31,11,0,475
4319703577,2016-05-02,2270,585,344,11,0,9261
4319703577,2016-05-06,2266,692,314,11,6,9524
4558609924,2016-04-28,2185,985,367,11,1,9451
5553957443,2016-04-25,2033,732,201,11,51,10946
5577150313,2016-04-13,2551,776,144,11,15,5077
5577150313,2016-05-09,2489,1099,70,11,34,3421
8253242879,2016-04-13,1935,1298,96,11,35,8053
8877689391,2016-05-10,2832,1187,224,11,18,10733
1503960366,2016-04-20,1786,818,205,12,28,10544
1503960366,2016-04-29,1837,815,243,12,16,11181
1844505072,2016-04-18,1814,1211,217,12,0,4597
3977333714,2016-04-22,1481,731,188,12,33,8911
4319703577,2016-05-10,2260,555,329,12,3,9487
4388161847,2016-04-21,3069,853,272,12,7,10055
4558609924,2016-04-16,1997,1112,308,12,8,7289
4702921684,2016-05-09,2990,746,253,12,0,8232
6290855005,2016-04-17,3171,1172,225,12,31,7851
7007744171,2016-04-27,2830,1041,337,12,50,13541
7086361926,2016-05-04,2655,843,135,12,45,10988
8053475328,2016-04-13,3140,1177,156,12,95,16433
8053475328,2016-05-09,2765,1214,148,12,66,12465
8378563200,2016-04-22,4044,769,159,12,113,12200
8877689391,2016-05-01,2786,1226,166,12,36,10930
8877689391,2016-05-11,3832,1127,213,12,88,21420
1503960366,2016-04-12,1985,728,328,13,25,13162
1644430081,2016-04-17,3011,1212,186,13,29,8757
1844505072,2016-04-21,2062,1117,308,13,2,8054
2347167796,2016-04-12,2344,964,320,13,28,10113
4319703577,2016-05-04,2282,1106,313,13,8,10429
5553957443,2016-04-12,2026,767,277,13,19,11596
5553957443,2016-04-28,1999,727,165,13,49,11393
6775888955,2016-04-25,2484,1302,92,13,33,6474
6775888955,2016-04-28,1993,1410,15,13,2,703
6962181067,2016-04-17,2027,634,295,13,5,10145
7007744171,2016-05-06,2553,1136,247,13,44,11459
7086361926,2016-04-20,2997,797,145,13,87,14365
8378563200,2016-05-09,3721,772,171,13,71,8382
8378563200,2016-05-10,3586,840,152,13,63,6582
8877689391,2016-04-19,3676,1131,214,13,82,18785
8877689391,2016-04-21,3659,1119,226,13,82,19377
1503960366,2016-04-25,2013,814,216,14,73,15355
2022484408,2016-04-12,2390,1157,227,14,42,11875
2022484408,2016-05-03,2752,1104,250,14,72,12183
4319703577,2016-05-09,2345,490,374,14,2,10378
4388161847,2016-04-13,3092,1275,150,14,1,10993
4388161847,2016-05-10,3061,648,267,14,13,10299
4558609924,2016-04-27,2098,1087,312,14,27,9557
6962181067,2016-04-12,1994,796,189,14,50,10199
6962181067,2016-05-08,1659,709,151,14,0,4188
7007744171,2016-05-02,2642,1112,250,14,64,13041
7086361926,2016-05-05,2386,1253,149,14,24,8564
8053475328,2016-04-23,3554,741,223,14,125,22359
8053475328,2016-05-08,3589,1073,228,14,125,22026
8253242879,2016-04-26,1813,1299,108,14,19,4562
8253242879,2016-04-29,1854,1257,136,14,16,6260
8378563200,2016-04-13,4079,680,169,14,116,12386
8792009665,2016-04-29,3101,634,380,14,6,8360
1503960366,2016-05-02,2004,798,277,15,41,14727
1644430081,2016-04-23,2677,1265,160,15,0,6637
4020332650,2016-04-12,3654,712,331,15,4,8539
4319703577,2016-04-13,2135,1234,96,15,8,8204
4388161847,2016-05-01,2926,579,241,15,12,10255
4558609924,2016-04-18,2116,1080,331,15,14,8940
4702921684,2016-04-25,3064,730,270,15,6,9167
4702921684,2016-05-04,3004,757,251,15,4,8161
5553957443,2016-04-29,2169,709,270,15,46,12764
5577150313,2016-05-11,1665,257,63,15,45,4038
6117666160,2016-04-16,2828,502,518,15,7,14450
6962181067,2016-04-29,2254,645,369,15,12,10762
7086361926,2016-05-01,2730,685,258,15,30,12390
8053475328,2016-05-06,2859,1245,90,15,90,13953
8378563200,2016-04-12,3635,723,156,15,65,7626
8877689391,2016-04-17,3545,1060,307,15,58,15118
8877689391,2016-05-05,3052,1170,188,15,67,14055
1503960366,2016-04-18,1921,1149,233,16,42,13019
1644430081,2016-04-13,2902,1259,135,16,30,8001
2022484408,2016-05-12,1853,728,236,16,16,9117
2347167796,2016-04-18,1944,678,206,16,11,8247
4388161847,2016-04-19,3015,704,249,16,20,10181
4388161847,2016-04-29,2979,1175,236,16,13,9232
4558609924,2016-05-07,1973,1116,233,16,23,8237
4702921684,2016-04-27,2908,733,238,16,1,7047
4702921684,2016-05-06,2859,682,207,16,1,6943
5553957443,2016-04-22,2105,781,270,16,25,11682
5553957443,2016-04-27,1922,745,206,16,16,10538
5577150313,2016-04-12,3405,728,140,16,86,8135
5577150313,2016-04-20,3192,773,113,16,87,8330
5577150313,2016-04-27,3294,773,190,16,63,6805
5577150313,2016-05-06,2643,1304,79,16,41,4950
6962181067,2016-04-30,2002,731,237,16,32,10081
7007744171,2016-04-28,2836,1007,401,16,16,15128
8253242879,2016-04-14,1705,1362,33,16,29,5234
8253242879,2016-04-18,1829,1278,130,16,16,5151
8253242879,2016-04-28,1580,1393,20,16,11,2718
8378563200,2016-04-21,4236,677,145,16,137,15148
8378563200,2016-04-25,4005,692,141,16,117,12405
2022484408,2016-05-06,2498,1104,295,17,24,10227
7007744171,2016-04-19,2812,1066,304,17,53,14194
7086361926,2016-04-30,2995,584,308,17,42,14560
8877689391,2016-05-06,4015,1095,232,17,96,21727
1624580081,2016-04-24,1617,1221,185,18,16,6076
2873212765,2016-05-01,1739,1219,196,18,7,7399
4020332650,2016-04-15,2951,1299,87,18,36,1882
4319703577,2016-04-20,2220,671,306,18,0,8954
4319703577,2016-04-29,2175,624,289,18,6,7990
4319703577,2016-05-11,2232,574,311,18,3,9129
4388161847,2016-05-03,3290,984,306,18,18,12727
4388161847,2016-05-11,2954,858,256,18,8,10201
4558609924,2016-05-10,1889,1191,220,18,11,6435
5553957443,2016-04-26,2093,750,238,18,40,11886
6775888955,2016-04-13,2400,1053,85,18,17,4053
6775888955,2016-04-16,2225,1377,9,18,36,4732
6775888955,2016-04-24,2053,1400,11,18,11,2153
8378563200,2016-04-26,3763,593,161,18,90,16208
8583815059,2016-04-21,2883,1229,158,18,35,8538
8877689391,2016-04-13,3566,1098,216,18,108,15337
1503960366,2016-04-13,1797,776,217,19,21,10735
3977333714,2016-04-12,1450,777,131,19,44,8856
4319703577,2016-04-22,1886,709,176,19,1,4500
4388161847,2016-05-09,3013,1020,258,19,6,10218
4558609924,2016-04-17,2117,1110,304,19,7,9634
4702921684,2016-04-29,3165,692,267,19,12,9930
6117666160,2016-04-21,4900,579,294,19,11,19542
8378563200,2016-04-19,4092,737,154,19,120,13070
8877689391,2016-04-20,3679,1123,225,19,73,19948
1503960366,2016-04-17,1728,539,164,20,38,9705
2022484408,2016-04-27,2463,1119,282,20,19,10159
2022484408,2016-04-28,2296,1123,291,20,6,10140
2022484408,2016-05-05,2609,1112,253,20,55,11895
5577150313,2016-05-02,3014,732,235,20,37,7439
8053475328,2016-05-07,3331,1076,148,20,121,19769
8253242879,2016-04-21,2218,1199,172,20,49,11268
8378563200,2016-05-03,3784,822,195,20,71,8712
8792009665,2016-04-22,2419,817,195,20,1,4068
8792009665,2016-04-30,2896,749,301,20,10,7174
1503960366,2016-04-23,1949,732,262,21,41,14371
2873212765,2016-04-12,1982,1061,356,21,2,8796
4020332650,2016-04-16,3051,1222,55,21,65,1982
4319703577,2016-04-26,2236,649,288,21,8,9899
4388161847,2016-05-04,3162,632,251,21,35,12375
4558609924,2016-04-21,2486,844,432,21,6,13743
5577150313,2016-05-05,3004,1153,143,21,45,7550
6962181067,2016-05-09,2105,607,231,21,43,12342
7086361926,2016-04-15,2395,864,139,21,30,8585
8053475328,2016-04-17,3213,1113,195,21,111,18827
8378563200,2016-04-14,4163,699,174,21,123,13318
8378563200,2016-04-16,3363,563,142,21,64,11207
1503960366,2016-05-04,1819,1179,203,22,36,11100
4445114986,2016-05-11,2499,622,232,22,34,9105
5553957443,2016-05-09,2272,667,251,22,59,11611
6962181067,2016-05-05,2066,591,305,22,14,10524
7007744171,2016-04-13,2742,1101,261,22,56,12862
7007744171,2016-04-26,2939,978,424,22,16,15090
8053475328,2016-05-03,3023,1166,165,22,87,15484
8583815059,2016-04-18,2536,1309,105,22,4,3864
8583815059,2016-05-06,2683,1250,166,22,2,5843
1503960366,2016-04-26,1970,833,279,23,31,13755
1503960366,2016-05-11,1783,669,251,23,36,12770
2022484408,2016-04-30,2732,1043,361,23,13,18387
2873212765,2016-04-29,1780,1191,206,23,20,7365
2873212765,2016-05-05,1971,1093,311,23,13,8314
3977333714,2016-04-14,1433,801,214,23,5,7641
4388161847,2016-04-26,2929,673,224,23,14,9461
5577150313,2016-04-19,3501,733,111,23,108,12574
7007744171,2016-05-05,2933,1047,317,23,53,15010
7086361926,2016-05-10,2800,1182,106,23,72,14433
8378563200,2016-04-15,3666,729,190,23,60,14461
8583815059,2016-04-13,2654,1252,163,23,2,5571
1503960366,2016-05-03,1990,816,254,24,50,15103
1503960366,2016-05-05,1959,857,250,24,45,14070
1644430081,2016-05-01,2696,908,146,24,3,6132
2022484408,2016-04-26,2793,1086,275,24,55,10119
2347167796,2016-04-15,2133,720,284,24,1,10465
4702921684,2016-04-16,3328,556,335,24,3,11140
5577150313,2016-04-23,3152,627,223,24,24,7638
6775888955,2016-04-14,2507,863,105,24,14,5162
6775888955,2016-04-17,2067,1392,19,24,5,2497
6962181067,2016-04-13,1718,548,142,24,8,5652
7007744171,2016-04-25,3055,986,379,24,51,18229
2022484408,2016-05-11,2544,1133,224,25,58,13272
4388161847,2016-04-22,3544,945,220,25,77,12139
4558609924,2016-04-22,2094,1122,273,25,20,9601
7007744171,2016-04-23,2284,1190,223,25,2,8093
2022484408,2016-04-24,2529,1161,216,26,37,13481
2347167796,2016-04-21,2048,761,208,26,23,10080
4319703577,2016-05-03,2235,669,287,26,8,9648
7086361926,2016-04-13,2516,744,155,26,31,5813
7086361926,2016-05-02,2754,737,139,26,66,10052
8253242879,2016-04-23,2132,1193,191,26,30,9282
1503960366,2016-04-22,1827,1217,130,27,66,12764
2022484408,2016-05-04,2649,1105,272,27,36,11768
2347167796,2016-04-22,1946,781,206,27,9,7804
7086361926,2016-05-08,2534,695,147,27,32,10677
8583815059,2016-04-20,2647,1246,167,27,0,5273
1503960366,2016-04-28,1898,782,189,28,48,13154
2022484408,2016-05-01,2380,1142,245,28,25,10538
2022484408,2016-05-10,2797,1084,271,28,57,12798
4319703577,2016-05-07,2158,586,279,28,3,7937
5553957443,2016-04-19,2284,756,249,28,69,15482
8583815059,2016-04-28,2757,1209,203,28,0,6174
8583815059,2016-04-30,3164,1093,317,28,2,10085
8877689391,2016-05-07,4142,1036,271,28,105,12332
2022484408,2016-04-17,2782,1052,331,29,28,15112
4558609924,2016-04-29,1918,1096,197,29,15,7833
4558609924,2016-04-30,2105,1111,293,29,7,10319
4702921684,2016-04-20,3061,717,260,29,2,8793
5553957443,2016-05-03,2116,812,247,29,26,12848
5553957443,2016-05-05,2156,692,241,29,44,14331
8877689391,2016-04-16,4547,888,429,29,94,29326
4558609924,2016-04-15,2121,1131,262,30,17,7795
4558609924,2016-05-09,2223,1065,339,30,6,11451
4702921684,2016-04-18,3013,890,191,30,22,9105
5577150313,2016-04-14,4022,662,176,30,118,8596
5577150313,2016-04-22,3329,823,200,30,62,9172
6775888955,2016-04-26,2584,1321,47,30,42,7091
1503960366,2016-04-19,2035,775,264,31,50,15506
1503960366,2016-05-10,1859,746,214,31,46,12207
4388161847,2016-04-25,3288,1054,301,31,11,12961
4558609924,2016-05-11,2131,1081,324,31,4,9108
6775888955,2016-04-18,2798,1233,146,31,30,8294
7007744171,2016-05-03,2976,1021,330,31,58,14510
2347167796,2016-04-13,2038,676,195,32,19,10352
3977333714,2016-04-29,1545,744,150,32,36,10645
5577150313,2016-04-18,3625,623,130,32,114,9893
5577150313,2016-04-26,3088,759,181,32,38,5325
7086361926,2016-04-14,2734,787,189,32,35,9123
1644430081,2016-04-18,2806,1271,121,33,15,7132
6962181067,2016-04-22,2086,659,240,33,30,10725
7007744171,2016-04-20,3096,1000,347,33,60,15566
7086361926,2016-04-26,2781,726,132,33,70,10387
8053475328,2016-04-24,3577,1096,182,33,129,22988
1503960366,2016-04-15,1745,726,209,34,29,9762
1503960366,2016-04-30,1947,712,217,34,52,14673
4319703577,2016-05-05,2530,957,328,34,27,13658
6775888955,2016-05-01,2319,1347,50,34,9,2487
6962181067,2016-05-10,2361,626,275,34,62,15448
7007744171,2016-04-21,2763,1049,327,34,30,13744
1503960366,2016-05-01,1820,730,246,35,33,10602
2347167796,2016-04-23,2629,591,360,35,32,16901
4388161847,2016-04-14,2998,945,219,35,10,8863
4558609924,2016-05-08,2666,1019,238,35,66,6543
6775888955,2016-05-06,2496,1318,75,35,12,4697
7086361926,2016-05-06,2924,834,154,35,84,12461
1624580081,2016-04-27,1670,1233,154,36,17,8367
4702921684,2016-04-30,3115,728,263,36,4,10144
5577150313,2016-04-29,3544,739,165,36,97,7924
6962181067,2016-05-03,2072,654,267,36,21,12109
6962181067,2016-05-04,2086,683,284,36,15,10147
7086361926,2016-04-29,2616,1198,182,36,24,7881
7086361926,2016-05-03,2754,761,152,36,57,10288
4319703577,2016-04-30,2092,695,196,38,6,8221
4388161847,2016-05-08,3934,576,178,38,107,17298
5553957443,2016-04-15,2254,689,239,38,58,16556
5577150313,2016-04-25,3374,743,214,38,61,6393
6962181067,2016-04-27,2034,697,279,38,7,10320
2022484408,2016-04-29,2611,1098,281,40,21,10245
3977333714,2016-05-01,1501,691,124,40,41,10414
4702921684,2016-05-02,2859,1131,195,40,5,7245
5553957443,2016-05-10,2335,707,265,40,61,16358
7086361926,2016-05-11,2735,757,128,40,57,9572
1644430081,2016-04-26,3123,1165,223,41,11,9919
3977333714,2016-05-03,1710,594,258,41,47,14335
4558609924,2016-04-26,2223,1062,283,41,12,9148
4702921684,2016-04-21,2729,901,144,41,4,6530
4702921684,2016-05-11,3069,784,235,41,10,9810
5553957443,2016-04-14,2324,693,256,41,61,17022
6962181067,2016-04-19,2046,659,195,41,35,10742
6962181067,2016-04-23,2571,484,347,41,58,20031
1644430081,2016-04-16,3493,1135,212,42,51,15300
3977333714,2016-04-15,1468,644,183,42,15,9010
4388161847,2016-04-20,3083,696,228,42,19,10553
5553957443,2016-04-21,2066,801,177,42,47,12346
6962181067,2016-04-18,2039,689,238,42,13,11404
7007744171,2016-04-29,3180,961,382,42,55,20067
7086361926,2016-05-07,2739,621,209,42,20,12827
1503960366,2016-05-07,1821,833,175,46,37,11992
3977333714,2016-04-13,1495,754,153,46,31,10035
4020332650,2016-05-04,3879,531,346,46,13,10252
4702921684,2016-05-07,3683,577,439,46,5,14370
1644430081,2016-04-12,3199,1131,256,51,2,10694
5577150313,2016-04-28,3580,692,141,51,99,9841
7086361926,2016-04-18,2743,1136,114,51,61,9827
8253242879,2016-04-16,1880,1268,115,51,6,9256
3977333714,2016-04-18,1584,605,214,95,4,11663
3977333714,2016-04-24,1655,660,129,95,30,14112
3977333714,2016-04-26,1551,797,170,95,7,11388
4702921684,2016-04-24,3538,542,281,95,15,15050
1624580081,2016-05-01,2690,1020,171,63,186,36019
1624580081,2016-04-21,1467,1254,186,0,0,6349
1624580081,2016-04-25,1492,1238,202,0,0,6497
1624580081,2016-05-03,1334,1344,96,0,0,2100
1624580081,2016-05-05,1370,1323,117,0,0,2470
1644430081,2016-05-04,2222,1388,52,0,0,2309
2873212765,2016-04-22,2241,1028,366,0,46,7286
3372868164,2016-04-15,1908,1105,335,0,0,7451
3372868164,2016-04-19,1985,1064,376,0,0,7711
6290855005,2016-04-18,2766,1169,271,0,0,6885
6290855005,2016-05-02,2725,1172,268,0,0,6781
6290855005,2016-05-09,2175,800,264,0,0,6277
3372868164,2016-04-20,1867,1148,274,3,15,4880
1644430081,2016-05-06,3328,1054,369,6,11,9787
2873212765,2016-05-02,1878,1099,334,7,0,7525
3372868164,2016-04-24,1921,1127,292,7,14,6731
2873212765,2016-04-13,2004,1028,404,8,0,7618
3372868164,2016-04-13,2093,1045,371,8,16,9715
8877689391,2016-04-14,3793,1061,298,13,68,21129
7007744171,2016-04-18,2832,1077,284,31,48,14816
6290855005,2016-05-01,3327,1055,282,95,8,9837
3372868164,2016-04-16,1908,1084,356,0,0,6905
6290855005,2016-04-14,2952,1077,363,0,0,7671
6290855005,2016-04-27,2743,1153,287,0,0,5565
6290855005,2016-05-06,2806,1135,305,0,0,6116
1624580081,2016-04-14,1572,1204,236,0,0,9107
1624580081,2016-04-23,1562,1213,227,0,0,8538
1624580081,2016-04-26,1402,1300,140,0,0,2826
1624580081,2016-05-06,1341,1338,102,0,0,1727
1624580081,2016-05-10,1393,1301,139,0,0,2969
1624580081,2016-05-12,1002,890,107,0,0,2971
1644430081,2016-04-20,2430,1315,125,0,0,2436
1644430081,2016-04-21,2140,1402,38,0,0,1223
1644430081,2016-04-22,2344,1354,86,0,0,3673
1644430081,2016-05-11,1276,713,49,0,0,1329
2873212765,2016-04-15,2063,992,448,0,0,8482
2873212765,2016-05-10,1962,1067,373,0,0,8275
2873212765,2016-05-11,1826,1121,319,0,0,6440
3372868164,2016-04-12,1788,1160,280,0,0,4747
3372868164,2016-04-22,1669,1234,206,0,0,3843
3372868164,2016-04-29,2044,1038,402,0,0,9135
4020332650,2016-05-06,2704,855,177,0,0,4369
6290855005,2016-04-13,2905,1090,350,0,0,7142
6290855005,2016-04-15,2896,1112,328,0,0,9501
6290855005,2016-04-16,2783,1182,258,0,0,8301
6290855005,2016-04-19,2839,1119,321,0,0,7142
6290855005,2016-04-20,2701,1182,258,0,0,6361
6290855005,2016-04-30,2843,1116,324,0,0,6744
6290855005,2016-05-04,2718,1168,272,0,0,5832
2873212765,2016-04-16,2148,1087,305,1,47,9685
8877689391,2016-04-15,3934,1052,281,1,106,13422
3372868164,2016-04-17,1964,1105,322,2,11,8199
3372868164,2016-04-26,2057,1083,333,2,22,8283
6290855005,2016-04-25,2771,1180,249,3,8,7802
8877689391,2016-05-03,2817,1189,229,3,19,10818
3372868164,2016-04-30,1946,1119,300,4,17,5250
2873212765,2016-04-20,2094,1035,378,5,22,9202
2873212765,2016-04-23,2021,1077,330,5,28,9317
2873212765,2016-05-06,1910,1065,370,5,0,7063
1644430081,2016-05-09,3008,1099,303,6,32,6643
2873212765,2016-05-03,1906,1070,363,6,1,7412
8877689391,2016-04-23,3891,1032,300,6,102,11200
1624580081,2016-04-18,1604,1214,202,7,17,10536
8877689391,2016-04-25,3802,1101,218,8,113,12986
3372868164,2016-04-21,2124,1037,376,9,18,8857
2873212765,2016-04-21,1970,1057,371,10,2,8859
1644430081,2016-05-05,2463,1341,81,12,6,4363
3372868164,2016-04-27,2095,1057,346,13,24,7904
1644430081,2016-05-07,3404,1139,243,17,41,13372
8253242879,2016-04-20,1931,1201,216,18,5,6466
1644430081,2016-05-10,2799,1254,155,19,12,9167
2873212765,2016-04-30,1830,1167,248,20,5,8452
1624580081,2016-04-17,1554,1276,127,22,15,6175
1624580081,2016-04-30,1655,1182,224,23,11,6474
3372868164,2016-04-14,2065,1039,370,25,6,8844
